road_id,s_m,km,name,route,route_cd,direction,direction_sign
r1-0,1090.0,1.4,0010VDE00100,경부선,0010,E,1
r1-0,2090.0,2.4,0010VDE00200,경부선,0010,E,1
r1-0,2990.0,3.3,0010VDE00300,경부선,0010,E,1
r1-0,4190.0,4.5,0010VDE00401,경부선,0010,E,1
r1-0,4800.0,5.1,0010VDE00500,경부선,0010,E,1
r1-0,6000.0,6.3,0010VDE00600,경부선,0010,E,1
r1-0,7000.0,7.3,0010VDE00700,경부선,0010,E,1
r1-0,8100.0,8.4,0010VDE00801,경부선,0010,E,1
r1-0,8900.0,9.2,0010VDE00900,경부선,0010,E,1
r1-0,9700.0,10.0,0010VDE01001,경부선,0010,E,1
r1-0,10790.0,11.1,0010VDE01100,경부선,0010,E,1
r1-0,11590.0,11.9,0010VDE01200,경부선,0010,E,1
r1-0,12490.0,12.8,0010VDE01300,경부선,0010,E,1
r1-0,14080.0,14.4,0010VDE01500,경부선,0010,E,1
r1-0,15180.0,15.5,0010VDE01600,경부선,0010,E,1
r1-0,16180.0,16.5,0010VDE01700,경부선,0010,E,1
r1-0,17880.0,18.2,0010VDE01900,경부선,0010,E,1
r1-0,18780.0,19.1,0010VDE02000,경부선,0010,E,1
r1-0,19780.0,20.1,0010VDE02100,경부선,0010,E,1
r1-0,20580.0,20.9,0010VDE02200,경부선,0010,E,1
r1-0,21380.0,21.7,0010VDE02300,경부선,0010,E,1
r1-0,22380.0,22.7,0010VDE02400,경부선,0010,E,1
r1-0,23180.0,23.5,0010VDE02500,경부선,0010,E,1
r1-0,24180.0,24.5,0010VDE02600,경부선,0010,E,1
r1-0,25080.0,25.4,0010VDE02700,경부선,0010,E,1
r1-0,26180.0,26.5,0010VDE02800,경부선,0010,E,1
r1-0,26980.0,27.3,0010VDE02850,경부선,0010,E,1
r1-0,27180.0,27.5,0010VDE02900,경부선,0010,E,1
r1-0,28180.0,28.5,0010VDE03000,경부선,0010,E,1
r1-0,28780.0,29.1,0010VDE03100,경부선,0010,E,1
r1-0,29980.0,30.3,0010VDE03200,경부선,0010,E,1
r1-0,30880.0,31.2,0010VDE03300,경부선,0010,E,1
r1-0,31880.0,32.2,0010VDE03400,경부선,0010,E,1
r1-0,32780.0,33.1,0010VDE03500,경부선,0010,E,1
r1-0,33780.0,34.1,0010VDE03600,경부선,0010,E,1
r1-0,34680.0,35.0,0010VDE03700,경부선,0010,E,1
r1-0,35570.0,35.9,0010VDE03800,경부선,0010,E,1
r1-0,37670.0,38.0,0010VDE04000,경부선,0010,E,1
r1-0,38780.0,39.1,0010VDE04100,경부선,0010,E,1
r1-0,40910.0,41.2,0010VDE04105,경부선,0010,E,1
r1-0,41810.0,42.1,0010VDE04110,경부선,0010,E,1
r1-0,42710.0,43.0,0010VDE04115,경부선,0010,E,1
r1-0,43510.0,43.8,0010VDE04120,경부선,0010,E,1
r1-0,44910.0,45.2,0010VDE04125,경부선,0010,E,1
r1-0,45910.0,46.2,0010VDE04130,경부선,0010,E,1
r1-0,47010.0,47.3,0010VDE04135,경부선,0010,E,1
r1-0,47910.0,48.2,0010VDE04140,경부선,0010,E,1
r1-0,48910.0,49.2,0010VDE04145,경부선,0010,E,1
r1-0,49910.0,50.2,0010VDE04150,경부선,0010,E,1
r1-0,50810.0,51.1,0010VDE04155,경부선,0010,E,1
r1-0,52010.0,52.3,0010VDE04160,경부선,0010,E,1
r1-0,53110.0,53.4,0010VDE04165,경부선,0010,E,1
r1-0,54210.0,54.5,0010VDE04170,경부선,0010,E,1
r1-0,55410.0,55.7,0010VDE04175,경부선,0010,E,1
r1-0,56210.0,56.5,0010VDE04180,경부선,0010,E,1
r1-0,57110.0,57.4,0010VDE04185,경부선,0010,E,1
r1-0,58310.0,58.6,0010VDE04190,경부선,0010,E,1
r1-0,59510.0,59.8,0010VDE04195,경부선,0010,E,1
r1-0,60810.0,61.1,0010VDE04200,경부선,0010,E,1
r1-0,61910.0,62.2,0010VDE04205,경부선,0010,E,1
r1-0,63010.0,63.3,0010VDE04210,경부선,0010,E,1
r1-0,64010.0,64.3,0010VDE04215,경부선,0010,E,1
r1-0,65210.0,65.5,0010VDE04220,경부선,0010,E,1
r1-0,66110.0,66.4,0010VDE04225,경부선,0010,E,1
r1-0,67210.0,67.5,0010VDE04230,경부선,0010,E,1
r1-0,68520.0,68.8,0010VDE04235,경부선,0010,E,1
r1-0,69420.0,69.7,0010VDE04240,경부선,0010,E,1
r1-0,70410.0,70.7,0010VDE04245,경부선,0010,E,1
r1-0,71620.0,71.85,0010VDE04250,경부선,0010,E,1
r1-0,72510.0,72.8,0010VDE04255,경부선,0010,E,1
r1-0,73510.0,73.8,0010VDE04260,경부선,0010,E,1
r1-0,74510.0,74.8,0010VDE04265,경부선,0010,E,1
r1-0,75610.0,75.9,0010VDE04270,경부선,0010,E,1
r1-0,76700.0,77.0,0010VDE04275,경부선,0010,E,1
r1-0,77700.0,78.0,0010VDE04280,경부선,0010,E,1
r1-0,78700.0,79.0,0010VDE04285,경부선,0010,E,1
r1-0,79900.0,80.15,0010VDE04290,경부선,0010,E,1
r1-0,80900.0,81.2,0010VDE04295,경부선,0010,E,1
r1-0,82500.0,82.8,0010VDE04300,경부선,0010,E,1
r1-0,83590.0,83.9,0010VDE04305,경부선,0010,E,1
r1-0,84500.0,84.8,0010VDE04310,경부선,0010,E,1
r1-0,85500.0,85.8,0010VDE04315,경부선,0010,E,1
r1-0,86500.0,86.75,0010VDE04320,경부선,0010,E,1
r1-0,87590.0,87.85,0010VDE04325,경부선,0010,E,1
r1-0,88980.0,89.3,0010VDE04330,경부선,0010,E,1
r1-0,90180.0,90.45,0010VDE04335,경부선,0010,E,1
r1-0,91390.0,91.73,0010VDE04340,경부선,0010,E,1
r1-0,92490.0,92.8,0010VDE04345,경부선,0010,E,1
r1-0,93900.0,94.2,0010VDE04350,경부선,0010,E,1
r1-0,95200.0,95.5,0010VDE04355,경부선,0010,E,1
r1-0,96380.0,96.7,0010VDE04400,경부선,0010,E,1
r1-0,97210.0,97.6,0010VDE04500,경부선,0010,E,1
r1-0,98110.0,98.5,0010VDE04600,경부선,0010,E,1
r1-0,99010.0,99.4,0010VDE04700,경부선,0010,E,1
r1-0,100010.0,100.4,0010VDE04800,경부선,0010,E,1
r1-0,100910.0,101.3,0010VDE04900,경부선,0010,E,1
r1-0,101710.0,102.1,0010VDE05000,경부선,0010,E,1
r1-0,102810.0,103.2,0010VDE05100,경부선,0010,E,1
r1-0,103810.0,104.2,0010VDE05200,경부선,0010,E,1
r1-0,104910.0,105.3,0010VDE05300,경부선,0010,E,1
r1-0,105910.0,106.3,0010VDE05400,경부선,0010,E,1
r1-0,106910.0,107.3,0010VDE05500,경부선,0010,E,1
r1-0,107910.0,108.3,0010VDE05600,경부선,0010,E,1
r1-0,108910.0,109.3,0010VDE05700,경부선,0010,E,1
r1-0,109910.0,110.3,0010VDE05800,경부선,0010,E,1
r1-0,110910.0,111.3,0010VDE05900,경부선,0010,E,1
r1-0,112160.0,112.5,0010VDE06000,경부선,0010,E,1
r1-0,113160.0,113.5,0010VDE06100,경부선,0010,E,1
r1-0,114350.0,114.7,0010VDE06200,경부선,0010,E,1
r1-0,115250.0,115.6,0010VDE06300,경부선,0010,E,1
r1-0,116160.0,116.5,0010VDE06400,경부선,0010,E,1
r1-0,117050.0,117.4,0010VDE06500,경부선,0010,E,1
r1-0,118150.0,118.5,0010VDE06600,경부선,0010,E,1
r1-0,119150.0,119.5,0010VDE06700,경부선,0010,E,1
r1-0,120150.0,120.5,0010VDE06800,경부선,0010,E,1
r1-0,121550.0,121.9,0010VDE06900,경부선,0010,E,1
r1-0,122350.0,122.7,0010VDE07000,경부선,0010,E,1
r1-0,123250.0,123.6,0010VDE07100,경부선,0010,E,1
r1-0,124140.0,124.5,0010VDE07180,경부선,0010,E,1
r1-0,124240.0,124.6,0010VDE07200,경부선,0010,E,1
r1-0,125240.0,125.6,0010VDE07300,경부선,0010,E,1
r1-0,126140.0,126.5,0010VDE07400,경부선,0010,E,1
r1-0,127040.0,127.4,0010VDE07500,경부선,0010,E,1
r1-0,128040.0,128.4,0010VDE07600,경부선,0010,E,1
r1-0,129040.0,129.4,0010VDE07700,경부선,0010,E,1
r1-0,130140.0,130.5,0010VDE07800,경부선,0010,E,1
r1-0,130930.0,131.3,0010VDE07900,경부선,0010,E,1
r1-0,131930.0,132.3,0010VDE08000,경부선,0010,E,1
r1-0,132830.0,133.2,0010VDE08100,경부선,0010,E,1
r1-0,132830.0,133.2,0010VDE08101,경부선,0010,E,1
r1-0,133430.0,133.8,0010VDE08150,경부선,0010,E,1
r1-0,134130.0,134.5,0010VDE08200,경부선,0010,E,1
r1-0,135330.0,135.7,0010VDE08300,경부선,0010,E,1
r1-0,136120.0,136.5,0010VDE08400,경부선,0010,E,1
r1-0,137120.0,137.5,0010VDE08500,경부선,0010,E,1
r1-0,138220.0,138.6,0010VDE08600,경부선,0010,E,1
r1-0,139420.0,139.8,0010VDE08700,경부선,0010,E,1
r1-0,140520.0,140.9,0010VDE08800,경부선,0010,E,1
r1-0,140810.0,141.2,0010VDE08850,경부선,0010,E,1
r1-0,141810.0,142.2,0010VDE08900,경부선,0010,E,1
r1-0,142710.0,143.1,0010VDE09000,경부선,0010,E,1
r1-0,143700.0,144.1,0010VDE09100,경부선,0010,E,1
r1-0,144700.0,145.1,0010VDE09200,경부선,0010,E,1
r1-0,144900.0,145.3,0010VDE09300,경부선,0010,E,1
r1-0,146600.0,147.0,0010VDE09400,경부선,0010,E,1
r1-0,147600.0,147.96,0010VDE09500,경부선,0010,E,1
r1-0,148490.0,148.9,0010VDE09600,경부선,0010,E,1
r1-0,149390.0,149.8,0010VDE09700,경부선,0010,E,1
r1-0,150390.0,150.8,0010VDE09800,경부선,0010,E,1
r1-0,150990.0,151.4,0010VDE33301,경부선,0010,E,1
r1-0,151690.0,152.1,0010VDE10000,경부선,0010,E,1
r1-0,152490.0,152.9,0010VDE09900,경부선,0010,E,1
r1-0,153780.0,154.2,0010VDE10100,경부선,0010,E,1
r1-0,154580.0,155.0,0010VDE10200,경부선,0010,E,1
r1-0,155680.0,156.1,0010VDE10300,경부선,0010,E,1
r1-0,156670.0,157.1,0010VDE10400,경부선,0010,E,1
r1-0,157880.0,158.3,0010VDE10500,경부선,0010,E,1
r1-0,158880.0,159.3,0010VDE10600,경부선,0010,E,1
r1-0,159670.0,160.1,0010VDE10700,경부선,0010,E,1
r1-0,160760.0,161.2,0010VDE10800,경부선,0010,E,1
r1-0,161860.0,162.3,0010VDE10900,경부선,0010,E,1
r1-0,161960.0,162.4,0010VDE10910,경부선,0010,E,1
r1-0,162760.0,163.2,0010VDE11000,경부선,0010,E,1
r1-0,163760.0,164.2,0010VDE11100,경부선,0010,E,1
r1-0,164760.0,165.2,0010VDE11200,경부선,0010,E,1
r1-0,165560.0,166.0,0010VDE11300,경부선,0010,E,1
r1-0,166160.0,166.6,0010VDE11400,경부선,0010,E,1
r1-0,167450.0,167.9,0010VDE11500,경부선,0010,E,1
r1-0,168350.0,168.8,0010VDE11650,경부선,0010,E,1
r1-0,169240.0,169.7,0010VDE11700,경부선,0010,E,1
r1-0,170240.0,170.7,0010VDE11800,경부선,0010,E,1
r1-0,171440.0,171.9,0010VDE11900,경부선,0010,E,1
r1-0,172240.0,172.7,0010VDE12000,경부선,0010,E,1
r1-0,172840.0,173.3,0010VDE12400,경부선,0010,E,1
r1-0,173140.0,173.6,0010VDE12100,경부선,0010,E,1
r1-0,174240.0,174.7,0010VDE12200,경부선,0010,E,1
r1-0,175140.0,175.6,0010VDE12300,경부선,0010,E,1
r1-0,177030.0,177.5,0010VDE12500,경부선,0010,E,1
r1-0,178330.0,178.8,0010VDE12600,경부선,0010,E,1
r1-0,179030.0,179.5,0010VDE12700,경부선,0010,E,1
r1-0,180030.0,180.45,0010VDE12800,경부선,0010,E,1
r1-0,180920.0,181.42,0010VDE12900,경부선,0010,E,1
r1-0,181820.0,182.3,0010VDE13000,경부선,0010,E,1
r1-0,184120.0,184.6,0010VDE33401,경부선,0010,E,1
r1-0,186550.0,187.0,0010VDE13100,경부선,0010,E,1
r1-0,187550.0,188.0,0010VDE13200,경부선,0010,E,1
r1-0,188450.0,188.9,0010VDE13300,경부선,0010,E,1
r1-0,189350.0,189.8,0010VDE13400,경부선,0010,E,1
r1-0,190350.0,190.8,0010VDE13500,경부선,0010,E,1
r1-0,190850.0,191.3,0010VDE33601,경부선,0010,E,1
r1-0,191350.0,191.8,0010VDE13600,경부선,0010,E,1
r1-0,191840.0,192.3,0010VDE13651,경부선,0010,E,1
r1-0,191840.0,192.3,0010VDE13650,경부선,0010,E,1
r1-0,191940.0,192.4,0010VDE13700,경부선,0010,E,1
r1-0,193140.0,193.6,0010VDE13800,경부선,0010,E,1
r1-0,193540.0,193.95,0010VDE33901,경부선,0010,E,1
r1-0,193940.0,194.4,0010VDE13900,경부선,0010,E,1
r1-0,195940.0,196.4,0010VDE14100,경부선,0010,E,1
r1-0,196740.0,197.2,0010VDE14200,경부선,0010,E,1
r1-0,197140.0,197.6,0010VDE34101,경부선,0010,E,1
r1-0,197640.0,198.1,0010VDE14300,경부선,0010,E,1
r1-0,198740.0,199.2,0010VDE14400,경부선,0010,E,1
r1-0,199040.0,199.5,0010VDE34301,경부선,0010,E,1
r1-0,199640.0,200.1,0010VDE14500,경부선,0010,E,1
r1-0,200840.0,201.3,0010VDE14600,경부선,0010,E,1
r1-0,201840.0,202.3,0010VDE14700,경부선,0010,E,1
r1-0,202740.0,203.2,0010VDE14800,경부선,0010,E,1
r1-0,203740.0,204.2,0010VDE14900,경부선,0010,E,1
r1-0,204740.0,205.2,0010VDE15000,경부선,0010,E,1
r1-0,205730.0,206.2,0010VDE15100,경부선,0010,E,1
r1-0,206730.0,207.2,0010VDE15200,경부선,0010,E,1
r1-0,207730.0,208.2,0010VDE15300,경부선,0010,E,1
r1-0,208630.0,209.1,0010VDE15400,경부선,0010,E,1
r1-0,209430.0,209.9,0010VDE15500,경부선,0010,E,1
r1-0,210530.0,210.96,0010VDE15600,경부선,0010,E,1
r1-0,211320.0,211.8,0010VDE15700,경부선,0010,E,1
r1-0,212420.0,212.9,0010VDE15800,경부선,0010,E,1
r1-0,213420.0,213.9,0010VDE15900,경부선,0010,E,1
r1-0,214420.0,214.9,0010VDE16000,경부선,0010,E,1
r1-0,215320.0,215.8,0010VDE16100,경부선,0010,E,1
r1-0,216320.0,216.8,0010VDE16200,경부선,0010,E,1
r1-0,217120.0,217.6,0010VDE16300,경부선,0010,E,1
r1-0,218210.0,218.7,0010VDE16400,경부선,0010,E,1
r1-0,219310.0,219.8,0010VDE16500,경부선,0010,E,1
r1-0,220110.0,220.6,0010VDE16600,경부선,0010,E,1
r1-0,221310.0,221.8,0010VDE16700,경부선,0010,E,1
r1-0,222520.0,223.0,0010VDE16800,경부선,0010,E,1
r1-0,223610.0,224.1,0010VDE16900,경부선,0010,E,1
r1-0,224610.0,225.1,0010VDE17000,경부선,0010,E,1
r1-0,225400.0,225.9,0010VDE17100,경부선,0010,E,1
r1-0,226300.0,226.8,0010VDE17200,경부선,0010,E,1
r1-0,227100.0,227.6,0010VDE17300,경부선,0010,E,1
r1-0,228100.0,228.6,0010VDE17400,경부선,0010,E,1
r1-0,229200.0,229.7,0010VDE17500,경부선,0010,E,1
r1-0,230200.0,230.7,0010VDE17600,경부선,0010,E,1
r1-0,231100.0,231.6,0010VDE17700,경부선,0010,E,1
r1-0,232200.0,232.7,0010VDE17800,경부선,0010,E,1
r1-0,233100.0,233.6,0010VDE17900,경부선,0010,E,1
r1-0,234300.0,234.81,0010VDE17951,경부선,0010,E,1
r1-0,235500.0,235.96,0010VDE17952,경부선,0010,E,1
r1-0,236700.0,237.22,0010VDE17953,경부선,0010,E,1
r1-0,238200.0,238.65,0010VDE17955,경부선,0010,E,1
r1-0,239300.0,239.77,0010VDE17956,경부선,0010,E,1
r1-0,240600.0,241.11,0010VDE17957,경부선,0010,E,1
r1-0,241420.0,242.4,0010VDE18540,경부선,0010,E,1
r1-0,241830.0,242.8,0010VDE18561,경부선,0010,E,1
r1-0,242740.0,243.7,0010VDE18562,경부선,0010,E,1
r1-0,243540.0,244.5,0010VDE18563,경부선,0010,E,1
r1-0,244350.0,245.3,0010VDE18564,경부선,0010,E,1
r1-0,245060.0,246.0,0010VDE18565,경부선,0010,E,1
r1-0,245880.0,246.8,0010VDE18566,경부선,0010,E,1
r1-0,246900.0,247.8,0010VDE18700,경부선,0010,E,1
r1-0,247910.0,248.8,0010VDE18800,경부선,0010,E,1
r1-0,248930.0,249.8,0010VDE18900,경부선,0010,E,1
r1-0,250260.0,251.1,0010VDE19000,경부선,0010,E,1
r1-0,251070.0,251.9,0010VDE19100,경부선,0010,E,1
r1-0,251890.0,252.7,0010VDE19200,경부선,0010,E,1
r1-0,257000.0,257.85,0010VDE19500,경부선,0010,E,1
r1-0,257390.0,258.3,0010VDE19800,경부선,0010,E,1
r1-0,259290.0,260.2,0010VDE19900,경부선,0010,E,1
r1-0,261690.0,262.6,0010VDE20110,경부선,0010,E,1
r1-0,263180.0,264.2,0010VDE20300,경부선,0010,E,1
r1-0,264080.0,265.1,0010VDE20203,경부선,0010,E,1
r1-0,265890.0,266.9,0010VDE20500,경부선,0010,E,1
r1-0,266800.0,267.8,0010VDE20600,경부선,0010,E,1
r1-0,268490.0,269.5,0010VDE20750,경부선,0010,E,1
r1-0,269190.0,270.2,0010VDE20780,경부선,0010,E,1
r1-0,269990.0,271.0,0010VDE20800,경부선,0010,E,1
r1-0,270490.0,271.5,0010VDE33001,경부선,0010,E,1
r1-0,271090.0,272.1,0010VDE20900,경부선,0010,E,1
r1-0,272300.0,273.3,0010VDE21000,경부선,0010,E,1
r1-0,273300.0,274.3,0010VDE21100,경부선,0010,E,1
r1-0,274300.0,275.3,0010VDE21200,경부선,0010,E,1
r1-0,275100.0,276.1,0010VDE21350,경부선,0010,E,1
r1-0,276100.0,277.1,0010VDE21400,경부선,0010,E,1
r1-0,277000.0,278.0,0010VDE21310,경부선,0010,E,1
r1-0,277000.0,278.0,0010VDE21500,경부선,0010,E,1
r1-0,277300.0,278.3,0010VDE21210,경부선,0010,E,1
r1-0,278310.0,279.3,0010VDE21600,경부선,0010,E,1
r1-0,279910.0,280.9,0010VDE21700,경부선,0010,E,1
r1-0,280910.0,281.9,0010VDE21800,경부선,0010,E,1
r1-0,281110.0,282.1,0010VDE21510,경부선,0010,E,1
r1-0,281110.0,282.1,0010VDE21610,경부선,0010,E,1
r1-0,282120.0,283.1,0010VDE21900,경부선,0010,E,1
r1-0,282920.0,283.9,0010VDE22000,경부선,0010,E,1
r1-0,284210.0,285.2,0010VDE22100,경부선,0010,E,1
r1-0,285120.0,286.1,0010VDE22200,경부선,0010,E,1
r1-0,286130.0,287.1,0010VDE22300,경부선,0010,E,1
r1-0,287430.0,288.4,0010VDE22400,경부선,0010,E,1
r1-0,288130.0,289.1,0010VDE22500,경부선,0010,E,1
r1-0,288840.0,289.8,0010VDE22600,경부선,0010,E,1
r1-0,289840.0,290.8,0010VDE22700,경부선,0010,E,1
r1-0,290740.0,291.7,0010VDE22800,경부선,0010,E,1
r1-0,292040.0,293.0,0010VDE22710,경부선,0010,E,1
r1-0,292040.0,293.0,0010VDE22900,경부선,0010,E,1
r1-0,292040.0,293.0,0010VDE22720,경부선,0010,E,1
r1-0,292940.0,293.9,0010VDE32601,경부선,0010,E,1
r1-0,293140.0,294.1,0010VDE23000,경부선,0010,E,1
r1-0,294650.0,295.6,0010VDE23100,경부선,0010,E,1
r1-0,296950.0,297.9,0010VDE23300,경부선,0010,E,1
r1-0,298550.0,299.5,0010VDE23400,경부선,0010,E,1
r1-0,299550.0,300.5,0010VDE23500,경부선,0010,E,1
r1-0,300950.0,301.9,0010VDE23600,경부선,0010,E,1
r1-0,301550.0,302.5,0010VDE32801,경부선,0010,E,1
r1-0,301760.0,302.7,0010VDE23700,경부선,0010,E,1
r1-0,303260.0,304.2,0010VDE23800,경부선,0010,E,1
r1-0,304250.0,305.2,0010VDE23620,경부선,0010,E,1
r1-0,304250.0,305.2,0010VDE23610,경부선,0010,E,1
r1-0,304850.0,305.8,0010VDE23900,경부선,0010,E,1
r1-0,305850.0,306.8,0010VDE24000,경부선,0010,E,1
r1-0,307150.0,308.1,0010VDE24100,경부선,0010,E,1
r1-0,307950.0,308.9,0010VDE24200,경부선,0010,E,1
r1-0,309740.0,310.7,0010VDE24300,경부선,0010,E,1
r1-0,311250.0,312.2,0010VDE24400,경부선,0010,E,1
r1-0,312740.0,313.7,0010VDE24500,경부선,0010,E,1
r1-0,314130.0,315.1,0010VDE24600,경부선,0010,E,1
r1-0,315540.0,316.5,0010VDE24700,경부선,0010,E,1
r1-0,316940.0,317.9,0010VDE24800,경부선,0010,E,1
r1-0,319040.0,320.0,0010VDE24900,경부선,0010,E,1
r1-0,320130.0,321.1,0010VDE25000,경부선,0010,E,1
r1-0,324430.0,325.4,0010VDE25300,경부선,0010,E,1
r1-0,327030.0,328.0,0010VDE25440,경부선,0010,E,1
r1-0,327130.0,328.05,0010VDE25450,경부선,0010,E,1
r1-0,327920.0,328.9,0010VDE25500,경부선,0010,E,1
r1-0,328920.0,329.9,0010VDE25600,경부선,0010,E,1
r1-0,328920.0,329.9,0010VDE25310,경부선,0010,E,1
r1-0,328920.0,329.9,0010VDE25320,경부선,0010,E,1
r1-0,330730.0,331.7,0010VDE25700,경부선,0010,E,1
r1-0,331620.0,332.6,0010VDE25610,경부선,0010,E,1
r1-0,331620.0,332.6,0010VDE25800,경부선,0010,E,1
r1-0,332320.0,333.3,0010VDE25900,경부선,0010,E,1
r1-0,333010.0,334.0,0010VDE25810,경부선,0010,E,1
r1-0,333010.0,334.0,0010VDE26000,경부선,0010,E,1
r1-0,334210.0,335.2,0010VDE26100,경부선,0010,E,1
r1-0,335110.0,336.1,0010VDE26200,경부선,0010,E,1
r1-0,336110.0,337.1,0010VDE26300,경부선,0010,E,1
r1-0,336900.0,337.9,0010VDE26350,경부선,0010,E,1
r1-0,338300.0,339.3,0010VDE26400,경부선,0010,E,1
r1-0,339200.0,340.2,0010VDE26311,경부선,0010,E,1
r1-0,339200.0,340.2,0010VDE26310,경부선,0010,E,1
r1-0,340100.0,341.1,0010VDE26500,경부선,0010,E,1
r1-0,341200.0,342.2,0010VDE26600,경부선,0010,E,1
r1-0,343390.0,344.4,0010VDE26700,경부선,0010,E,1
r1-0,344190.0,345.2,0010VDE26750,경부선,0010,E,1
r1-0,344290.0,345.3,0010VDE26760,경부선,0010,E,1
r1-0,345090.0,346.1,0010VDE26800,경부선,0010,E,1
r1-0,349090.0,350.1,0010VDE26900,경부선,0010,E,1
r1-0,350090.0,351.1,0010VDE27000,경부선,0010,E,1
r1-0,351580.0,352.6,0010VDE27100,경부선,0010,E,1
r1-0,353090.0,354.1,0010VDE27150,경부선,0010,E,1
r1-0,354880.0,355.9,0010VDE27200,경부선,0010,E,1
r1-0,356180.0,357.2,0010VDE27300,경부선,0010,E,1
r1-0,357680.0,358.7,0010VDE27400,경부선,0010,E,1
r1-0,358980.0,360.0,0010VDE27500,경부선,0010,E,1
r1-0,359380.0,360.4,0010VDE27600,경부선,0010,E,1
r1-0,359480.0,360.5,0010VDE27320,경부선,0010,E,1
r1-0,359480.0,360.5,0010VDE27310,경부선,0010,E,1
r1-0,361270.0,362.3,0010VDE27800,경부선,0010,E,1
r1-0,362370.0,363.4,0010VDE27900,경부선,0010,E,1
r1-0,363970.0,365.0,0010VDE27610,경부선,0010,E,1
r1-0,363970.0,365.0,0010VDE28000,경부선,0010,E,1
r1-0,364070.0,365.1,0010VDE27720,경부선,0010,E,1
r1-0,364070.0,365.1,0010VDE27710,경부선,0010,E,1
r1-0,365370.0,366.4,0010VDE28200,경부선,0010,E,1
r1-0,366360.0,367.4,0010VDE28300,경부선,0010,E,1
r1-0,367160.0,368.2,0010VDE28400,경부선,0010,E,1
r1-0,368370.0,369.4,0010VDE28500,경부선,0010,E,1
r1-0,369260.0,370.3,0010VDE28600,경부선,0010,E,1
r1-0,370160.0,371.2,0010VDE28700,경부선,0010,E,1
r1-0,373060.0,374.1,0010VDE28900,경부선,0010,E,1
r1-0,374160.0,375.2,0010VDE29000,경부선,0010,E,1
r1-0,375360.0,376.4,0010VDE29100,경부선,0010,E,1
r1-0,376850.0,377.9,0010VDE29200,경부선,0010,E,1
r1-0,376850.0,377.9,0010VDE29020,경부선,0010,E,1
r1-0,376850.0,377.9,0010VDE29010,경부선,0010,E,1
r1-0,377930.0,378.98,0010VDE29300,경부선,0010,E,1
r1-0,379630.0,380.7,0010VDE29500,경부선,0010,E,1
r1-0,381430.0,382.5,0010VDE29310,경부선,0010,E,1
r1-0,381430.0,382.5,0010VDE30160,경부선,0010,E,1
r1-0,381430.0,382.5,0010VDE29320,경부선,0010,E,1
r1-0,383330.0,384.4,0010VDE29630,경부선,0010,E,1
r1-0,384230.0,385.3,0010VDE30150,경부선,0010,E,1
r1-0,384970.0,386.0,0010VDE29611,경부선,0010,E,1
r1-0,384970.0,386.0,0010VDE29620,경부선,0010,E,1
r1-0,384970.0,386.0,0010VDE29610,경부선,0010,E,1
r1-0,387970.0,389.0,0010VDE30100,경부선,0010,E,1
r1-0,389470.0,390.5,0010VDE30200,경부선,0010,E,1
r1-0,389770.0,390.76,0010VDE30240,경부선,0010,E,1
r1-0,390370.0,391.4,0010VDE30300,경부선,0010,E,1
r1-0,390970.0,392.0,0010VDE30010,경부선,0010,E,1
r1-0,390970.0,392.0,0010VDE30110,경부선,0010,E,1
r1-0,391470.0,392.5,0010VDE30400,경부선,0010,E,1
r1-0,392970.0,394.0,0010VDE30500,경부선,0010,E,1
r1-0,393970.0,395.0,0010VDE30600,경부선,0010,E,1
r1-0,395170.0,396.15,0010VDE30643,경부선,0010,E,1
r1-0,395170.0,396.2,0010VDE30632,경부선,0010,E,1
r1-0,395970.0,397.0,0010VDE30646,경부선,0010,E,1
r1-0,396970.0,398.0,0010VDE30690,경부선,0010,E,1
r1-0,397870.0,398.9,0010VDE30701,경부선,0010,E,1
r1-0,398670.0,399.7,0010VDE30800,경부선,0010,E,1
r1-0,399970.0,401.0,0010VDE30900,경부선,0010,E,1
r1-0,400970.0,402.0,0010VDE30990,경부선,0010,E,1
r1-0,401670.0,402.7,0010VDE31004,경부선,0010,E,1
r1-0,403370.0,404.4,0010VDE31200,경부선,0010,E,1
r1-0,404170.0,405.2,0010VDE31300,경부선,0010,E,1
r1-0,405470.0,406.5,0010VDE31400,경부선,0010,E,1
r1-0,405470.0,406.5,0010VDE30910,경부선,0010,E,1
r1-0,405670.0,406.7,0010VDE31010,경부선,0010,E,1
r1-0,406780.0,407.8,0010VDE31220,경부선,0010,E,1
r1-0,406780.0,407.8,0010VDE31210,경부선,0010,E,1
r1-0,407170.0,408.2,0010VDE31500,경부선,0010,E,1
r1-0,409570.0,410.6,0010VDE31670,경부선,0010,E,1
r1-0,410570.0,411.6,0010VDE31800,경부선,0010,E,1
r1-0,411270.0,412.3,0010VDE31900,경부선,0010,E,1
r1-0,412170.0,413.2,0010VDE32150,경부선,0010,E,1
r1-0,413270.0,414.3,0010VDE32250,경부선,0010,E,1
r1-0,414270.0,415.3,0010VDE32350,경부선,0010,E,1
r1-1,690.0,415.3,0010VDS32351,경부선,0010,S,-1
r1-1,1690.0,414.3,0010VDS32251,경부선,0010,S,-1
r1-1,2790.0,413.2,0010VDS32151,경부선,0010,S,-1
r1-1,3490.0,412.5,0010VDS32000,경부선,0010,S,-1
r1-1,4590.0,411.4,0010VDS31700,경부선,0010,S,-1
r1-1,5190.0,410.8,0010VDS31680,경부선,0010,S,-1
